,coadd_object_id,ra,dec,z,err_z,flag_des,survey,flag_survey,mag_auto_g_dered,mag_auto_r_dered,mag_auto_i_dered,mag_auto_z_dered,mag_auto_y_dered,magerr_auto_g,magerr_auto_r,magerr_auto_i,magerr_auto_z,magerr_auto_y
612,954034461,333.887312,0.333271,0.4179,99.0,4,VVDS,4.0,22.973329544067383,22.275522232055664,22.259355545043945,21.851709365844727,21.749528884887695,0.057098377496004105,0.04006114602088928,0.060410939157009125,0.0852028951048851,0.22064590454101562
3071,1278929065,36.71931,-4.357516,0.6073,99.0,4,VVDS,4.0,24.49247169494629,22.941286087036133,22.02710723876953,21.831588745117188,21.525840759277344,0.2240283340215683,0.06620030850172043,0.05031166225671768,0.09459397941827774,0.19147011637687683
3832,954034877,333.602677,0.328577,0.4139,99.0,4,VVDS,4.0,22.725788116455078,22.026729583740234,21.82246971130371,21.644580841064453,21.512798309326172,0.03921098634600639,0.028249291703104973,0.03763146325945854,0.060630913823843,0.1797407567501068
3200,1278952056,36.512432,-4.616084,0.1775,99.0,4,VVDS,4.0,22.90276527404785,22.48899269104004,22.41568946838379,22.43521499633789,22.138853073120117,0.04995439946651459,0.045029301196336746,0.0756039246916771,0.14366406202316284,0.29368212819099426
2267,958143584,335.149772,0.270698,0.8792,99.0,3,VVDS,3.0,23.296781539916992,22.70136070251465,22.133411407470703,21.889827728271484,21.971559524536133,0.07020721584558487,0.05364792421460152,0.04504995793104172,0.06777892261743546,0.33059802651405334
6076,1278950199,36.599281,-4.59487,0.8926,99.0,4,VVDS,4.0,23.76946449279785,23.075258255004883,22.362682342529297,21.961454391479492,22.017534255981445,0.11236833781003952,0.07982765883207321,0.06627515703439713,0.09532970935106277,0.22142840921878815
2533,958065257,334.642192,1.005315,0.7096,99.0,4,VVDS,4.0,24.29489517211914,22.31015968322754,21.170333862304688,20.754840850830078,20.530410766601562,0.2121165543794632,0.04253223165869713,0.023215770721435547,0.03010779432952404,0.07501018792390823
39,1278915545,36.590421,-4.208185,0.6143,99.0,4,VVDS,4.0,22.29085922241211,21.506196975708008,21.100194931030273,20.985490798950195,20.771825790405273,0.04068982973694801,0.024025434628129005,0.03407886624336243,0.06352147459983826,0.12334775924682617
1898,958070955,335.040796,0.951361,0.9754,99.0,3,VVDS,3.0,23.493730545043945,22.749813079833984,22.03743553161621,21.54060935974121,21.70452308654785,0.11644425988197327,0.07686775922775269,0.059192195534706116,0.07375402003526688,0.2907487750053406
1649,953840394,333.677229,1.19346,0.5709,99.0,3,VVDS,3.0,23.215063095092773,22.24533462524414,21.929607391357422,21.821489334106445,21.49835777282715,0.09114047884941101,0.046938225626945496,0.053489942103624344,0.10547154396772385,0.24603624641895294
3908,956247429,334.501981,1.021182,0.5668,99.0,4,VVDS,4.0,22.884233474731445,22.099088668823242,21.709815979003906,21.4744873046875,21.868906021118164,0.06503492593765259,0.04187706485390663,0.04508625343441963,0.07414797693490982,0.3455897867679596
258,956268789,334.15014,0.808314,0.6407,99.0,3,VVDS,3.0,23.41360855102539,21.570951461791992,20.4422664642334,19.9788761138916,19.948579788208008,0.13115550577640533,0.029524777084589005,0.016328517347574234,0.02171541564166546,0.06334812194108963
2924,1278923252,36.763443,-4.292245,0.2099,99.0,4,VVDS,4.0,22.045034408569336,21.448625564575195,21.228734970092773,21.1585750579834,21.274921417236328,0.02382085658609867,0.018236979842185974,0.024953709915280342,0.05610183626413345,0.128373920917511
2434,958083542,334.749483,0.830723,0.7587,99.0,3,VVDS,3.0,23.280162811279297,22.556049346923828,21.837133407592773,21.746932983398438,22.347002029418945,0.09472659230232239,0.06599272787570953,0.05187226086854935,0.092864491045475,0.5164957642555237
847,958085332,334.911077,0.814282,0.1724,99.0,4,VVDS,4.0,22.496707916259766,21.67408561706543,21.31414222717285,21.04377555847168,21.041112899780273,0.04017564281821251,0.02529454231262207,0.03157203644514084,0.043535444885492325,0.14558959007263184
2822,1278922223,36.539601,-4.281243,0.509,99.0,4,VVDS,4.0,22.450490951538086,21.77614974975586,21.551713943481445,21.391157150268555,21.287195205688477,0.036807116121053696,0.02429586462676525,0.03629041090607643,0.062452998012304306,0.14297574758529663
4641,958154015,335.300591,0.172747,0.2505,99.0,4,VVDS,4.0,21.45410919189453,20.981916427612305,20.816516876220703,20.782779693603516,20.56852149963379,0.018972545862197876,0.01545034907758236,0.022059708833694458,0.04108884185552597,0.13657918572425842
3339,1278926731,36.479874,-4.330117,0.7465,99.0,4,VVDS,4.0,23.908424377441406,23.42311668395996,22.77708625793457,22.93501091003418,23.189760208129883,0.11578191816806793,0.08451209962368011,0.09054440259933472,0.19506780803203583,0.7162752151489258
5369,1278913552,36.543079,-4.186757,0.2275,99.0,4,VVDS,4.0,20.57144546508789,19.990148544311523,19.72355079650879,19.663978576660156,19.622413635253906,0.007859297096729279,0.005640149116516113,0.007456405553966761,0.014573706313967705,0.0355764776468277
4370,956423291,334.001851,0.559336,0.4255,99.0,3,VVDS,3.0,22.081462860107422,20.29920768737793,19.77353858947754,19.463821411132812,19.320796966552734,0.03447289764881134,0.009081613272428513,0.008873001672327518,0.013413812033832073,0.036919623613357544
4098,954042586,333.594852,0.2531,0.2603,99.0,3,VVDS,3.0,20.868576049804688,20.27457618713379,20.039541244506836,20.030040740966797,19.934099197387695,0.01660083420574665,0.013147289864718914,0.016140736639499664,0.03282299265265465,0.10390937328338623
1233,955874361,334.546874,-0.440927,0.4056,99.0,3,VVDS,3.0,23.53711700439453,22.116716384887695,21.60268211364746,21.284757614135742,21.17625617980957,0.12895934283733368,0.043212853372097015,0.040506523102521896,0.05725353583693504,0.18831592798233032
1127,958296682,334.615178,-0.40777,0.2022,99.0,4,VVDS,4.0,23.129568099975586,22.499114990234375,22.249422073364258,22.25423812866211,22.29449462890625,0.08260899782180786,0.059668928384780884,0.07287270575761795,0.1404430866241455,0.4418942332267761
3929,956252832,334.23155,0.964507,0.6739,99.0,4,VVDS,4.0,23.01520347595215,22.3905029296875,21.97280502319336,22.546537399291992,22.30130958557129,0.08489365130662918,0.06248996779322624,0.06549052149057388,0.2606160342693329,0.5983842611312866
1967,958102526,334.735803,0.650512,0.4708,99.0,4,VVDS,4.0,23.232269287109375,22.57090187072754,22.46300506591797,22.474998474121094,21.820545196533203,0.07408080250024796,0.05402648448944092,0.07555355131626129,0.15951007604599,0.26502111554145813
558,955475747,334.006277,0.248821,0.1906,99.0,4,VVDS,4.0,21.07425880432129,20.175926208496094,19.774003982543945,19.541362762451172,19.539216995239258,0.020195191726088524,0.011859660036861897,0.012418019585311413,0.01756654493510723,0.05942929536104202
904,955208155,334.541296,1.147377,0.6922,99.0,3,VVDS,3.0,24.060482025146484,22.865285873413086,22.209890365600586,21.74571990966797,21.80263328552246,0.18795494735240936,0.07362939417362213,0.06544338166713715,0.07933131605386734,0.2511442303657532
2614,1279102156,36.715747,-4.63605,0.6105,99.0,3,VVDS,3.0,25.19318199157715,22.679365158081055,21.742403030395508,21.491456985473633,21.214025497436523,0.5427345633506775,0.08486603200435638,0.09254581481218338,0.0822649598121643,0.1507975310087204
3143,1278928043,36.557664,-4.3453,0.1755,99.0,3,VVDS,3.0,22.64776039123535,22.325218200683594,21.989212036132812,22.18118667602539,22.761255264282227,0.06698504090309143,0.06377872824668884,0.08244813978672028,0.20880630612373352,0.8393980860710144
484,955469551,334.01028,0.314823,0.3993,99.0,3,VVDS,3.0,23.235383987426758,22.403644561767578,22.290010452270508,22.17329978942871,22.749454498291016,0.06853074580430984,0.04037722572684288,0.056748323142528534,0.10406388342380524,0.4992385506629944
2211,956441118,334.001774,0.392851,0.3291,99.0,4,VVDS,4.0,21.93741226196289,20.316354751586914,19.773340225219727,19.484764099121094,19.392576217651367,0.023868484422564507,0.0072560738772153854,0.006876313127577305,0.010163186118006706,0.030615685507655144
1320,955878136,333.952202,-0.479081,1.0963,99.0,3,VVDS,3.0,23.66704559326172,22.889638900756836,22.24471664428711,21.690656661987305,21.47621726989746,0.11655906587839127,0.07314778864383698,0.060141757130622864,0.065620556473732,0.18202154338359833
3753,957418557,334.859052,1.115562,0.6462,99.0,3,VVDS,3.0,22.853790283203125,22.157726287841797,21.654613494873047,21.484325408935547,99.0,0.103922538459301,0.06919486075639725,0.07228857278823853,0.11563391238451004,99.0
2555,955464317,334.27309,0.365849,0.3626,99.0,4,VVDS,4.0,21.72952651977539,20.936767578125,20.66851806640625,20.354734420776367,20.48028564453125,0.021055113524198532,0.014113579876720905,0.01666136085987091,0.023730674758553505,0.09991455078125
7,1278916725,36.692718,-4.219586,0.6867,99.0,3,VVDS,3.0,23.926816940307617,23.310802459716797,23.02286720275879,23.350954055786133,22.956804275512695,0.09761373698711395,0.06923342496156693,0.09529954940080643,0.27482280135154724,0.5027509331703186
2315,955489496,333.97308,0.106811,0.4873,99.0,3,VVDS,3.0,23.03343391418457,22.177284240722656,22.06464385986328,21.847408294677734,21.580585479736328,0.08990682661533356,0.05243060365319252,0.07144036889076233,0.10170406103134155,0.3603483736515045
5363,1278920127,36.451207,-4.25872,0.5581,99.0,3,VVDS,3.0,23.694284439086914,22.296642303466797,21.774852752685547,21.229902267456055,21.197404861450195,0.1281125843524933,0.046230498701334,0.04662357270717621,0.06192842498421669,0.13430653512477875
4623,1278945764,36.74518,-4.543604,0.7224,99.0,4,VVDS,4.0,23.15207862854004,22.68766975402832,22.295869827270508,22.26201057434082,22.13287353515625,0.0526345893740654,0.0469011552631855,0.0587809681892395,0.10534223169088364,0.2654120922088623
4554,954039144,333.745122,0.289444,0.1416,99.0,3,VVDS,3.0,22.60639762878418,22.266300201416016,22.133440017700195,22.024494171142578,22.439857482910156,0.03788790479302406,0.04008272662758827,0.052979860454797745,0.09272319078445435,0.44519925117492676
5562,1278935834,36.984734,-4.440796,0.2003,99.0,4,VVDS,4.0,20.638469696044922,20.082897186279297,19.834762573242188,19.663330078125,19.557456970214844,0.011280307546257973,0.009115729480981827,0.012445961125195026,0.020512985065579414,0.04635823145508766
1450,958298202,335.189093,-0.422269,0.6389,99.0,4,VVDS,4.0,21.97869110107422,21.33913803100586,20.910490036010742,20.908538818359375,20.857892990112305,0.027324868366122246,0.019914492964744568,0.019663672894239426,0.03590073809027672,0.14020754396915436
1201,958172585,335.307846,-0.004293,0.3373,99.0,4,VVDS,4.0,22.037641525268555,21.24542236328125,21.04206085205078,20.716686248779297,20.966041564941406,0.0357879102230072,0.021836934611201286,0.027775142341852188,0.03832126408815384,0.17239001393318176
2426,955008647,333.622816,0.871433,0.3762,99.0,4,VVDS,4.0,22.01449966430664,21.236595153808594,21.118038177490234,20.817882537841797,20.935659408569336,0.029667483642697334,0.019792836159467697,0.027802852913737297,0.04048282280564308,0.15979398787021637
2648,1278945547,36.682341,-4.543165,0.497,99.0,3,VVDS,3.0,24.862037658691406,23.317354202270508,22.71161651611328,22.35846710205078,22.85402488708496,0.2958667576313019,0.09554171562194824,0.09850563853979111,0.14166225492954254,0.6329639554023743
1814,956440361,334.179314,0.400449,0.8041,99.0,4,VVDS,4.0,23.64539337158203,22.924957275390625,22.315753936767578,22.03541374206543,22.84782600402832,0.09047530591487885,0.06383826583623886,0.05567279830574989,0.08018142729997635,0.6018866896629333
5182,1273504501,36.302675,-4.536762,0.3405,99.0,3,VVDS,3.0,23.175092697143555,21.786819458007812,21.21315574645996,21.129995346069336,21.065629959106445,0.058600496500730515,0.022469541057944298,0.027679983526468277,0.043009351938962936,0.11684274673461914
2726,1278941820,36.649649,-4.500717,0.8959,99.0,3,VVDS,3.0,24.157434463500977,23.354846954345703,22.501319885253906,21.974185943603516,23.120079040527344,0.17831149697303772,0.1076401099562645,0.0892273336648941,0.10762941092252731,0.8261390924453735
773,958059781,334.969928,1.060368,0.7558,99.0,3,VVDS,3.0,23.146026611328125,22.202259063720703,21.547136306762695,21.424999237060547,21.303457260131836,0.07576113194227219,0.04139934480190277,0.03629139065742493,0.061848677694797516,0.185321643948555
2274,955469437,334.10164,0.31616,0.4612,99.0,3,VVDS,3.0,23.278093338012695,22.396137237548828,22.16667366027832,22.174638748168945,22.001461029052734,0.08157844096422195,0.047998879104852676,0.060753218829631805,0.12052683532238007,0.29958444833755493
1011,956254484,334.543202,0.948315,0.8997,99.0,4,VVDS,4.0,23.056198120117188,21.757570266723633,20.722721099853516,20.19234275817871,19.92677116394043,0.06916332989931107,0.027430851012468338,0.016145164147019386,0.019417736679315567,0.047813985496759415
4270,956439784,334.276955,0.4041,0.2185,99.0,4,VVDS,4.0,20.81095314025879,20.03351593017578,19.717973709106445,19.5440616607666,19.563610076904297,0.009528081864118576,0.006491829175502062,0.007343520876020193,0.011663214303553104,0.04208682104945183
3168,1278948872,36.515672,-4.577444,1.1204,99.0,3,VVDS,3.0,23.741342544555664,23.18902015686035,22.569629669189453,22.23564910888672,22.174598693847656,0.09049459546804428,0.07093460112810135,0.07124835252761841,0.09814970195293427,0.246306374669075
4734,1278941057,36.859586,-4.494144,1.0598,99.0,3,VVDS,3.0,26.385528564453125,23.295907974243164,21.796558380126953,20.994415283203125,20.739980697631836,1.9212106466293335,0.1443289965391159,0.06736955791711807,0.05897003412246704,0.1201900839805603
1991,960222603,335.430715,0.762607,0.3791,99.0,3,VVDS,3.0,20.5156307220459,19.395063400268555,18.981542587280273,18.6641845703125,18.627452850341797,0.01290958747267723,0.005996868945658207,0.006197343114763498,0.008837070316076279,0.03439200296998024
1277,954458997,333.486595,-0.014769,0.5285,99.0,3,VVDS,3.0,23.212032318115234,22.577726364135742,22.306352615356445,22.105985641479492,22.14373779296875,0.09003670513629913,0.06233631446957588,0.08051333576440811,0.1175934448838234,0.3633384704589844
1783,956411208,334.407946,0.68505,0.7146,99.0,4,VVDS,4.0,23.42388916015625,22.67852210998535,22.090465545654297,21.977909088134766,21.93400001525879,0.07882234454154968,0.053888700902462006,0.04776148870587349,0.08295798301696777,0.32268616557121277
4489,955210091,333.961062,1.12338,0.704,99.0,4,VVDS,4.0,23.37516212463379,22.7786808013916,22.255935668945312,22.17019271850586,22.357982635498047,0.07336792349815369,0.05515555664896965,0.05272103101015091,0.093675397336483,0.3413413465023041
446,955479138,334.308537,0.215756,0.3605,99.0,4,VVDS,4.0,23.104291915893555,22.17414093017578,21.84398651123047,21.55750846862793,21.90375328063965,0.0790492370724678,0.04426512494683266,0.050512511283159256,0.06693312525749207,0.40471354126930237
880,955201690,334.237848,1.215716,0.1171,99.0,4,VVDS,4.0,22.027633666992188,21.578399658203125,21.38225555419922,21.32888412475586,21.06254005432129,0.025639211758971214,0.022713862359523773,0.031600743532180786,0.07069191336631775,0.12306244671344757
4304,955467583,334.397307,0.334027,1.096,99.0,3,VVDS,3.0,24.720165252685547,23.713781356811523,22.47429656982422,21.78101348876953,21.584257125854492,0.26896795630455017,0.14612075686454773,0.07049185782670975,0.07210031151771545,0.19914421439170837
5646,1278952304,36.59143,-4.619022,1.015,99.0,3,VVDS,3.0,23.33086395263672,22.993831634521484,22.30506134033203,21.708946228027344,21.2607364654541,0.09141279757022858,0.08104175329208374,0.07752220332622528,0.08525020629167557,0.1465173065662384
2727,1278951841,36.802985,-4.614178,1.0859,99.0,3,VVDS,3.0,23.283742904663086,22.850515365600586,22.15852928161621,21.716978073120117,21.489559173583984,0.07853129506111145,0.07054492831230164,0.06910590827465057,0.083050936460495,0.17776785790920258
3048,1278924584,36.685299,-4.306633,0.862,99.0,3,VVDS,3.0,24.14857292175293,22.75181007385254,21.553752899169922,20.92277717590332,20.68434715270996,0.17107154428958893,0.05633921921253204,0.034527577459812164,0.03965890780091286,0.07779058814048767
5080,1278915557,37.041828,-4.206834,0.5268,99.0,3,VVDS,3.0,23.51921272277832,22.464853286743164,22.192222595214844,21.995315551757812,22.122268676757812,0.09623514860868454,0.04327651113271713,0.07419636100530624,0.12048003077507019,0.3664442002773285
781,958127774,335.318696,0.40217,0.2322,99.0,4,VVDS,4.0,21.49452781677246,20.897092819213867,20.647016525268555,20.51522445678711,20.532146453857422,0.017727473750710487,0.013221392408013344,0.01668212004005909,0.027398167178034782,0.10527026653289795
2651,957419279,334.73782,1.108711,0.3859,99.0,4,VVDS,4.0,22.43556022644043,21.910152435302734,22.25431251525879,21.891422271728516,22.102840423583984,0.033840425312519073,0.02640441246330738,0.057484906166791916,0.07984115183353424,0.2802649438381195
6155,958201126,334.635308,-0.278598,0.5199,99.0,4,VVDS,4.0,23.39668846130371,21.8586483001709,21.29227066040039,20.908729553222656,20.652673721313477,0.0987907350063324,0.03121226839721203,0.027929095551371574,0.03462665528059006,0.10085180401802063
1749,954998461,333.790049,0.962989,0.483,99.0,4,VVDS,4.0,22.210100173950195,21.616474151611328,21.45063591003418,21.414249420166016,21.184986114501953,0.028236024081707,0.02231670543551445,0.028015119954943657,0.05604281648993492,0.15093182027339935
2126,956418131,334.309688,0.612781,0.3787,99.0,4,VVDS,4.0,22.476503372192383,21.515357971191406,21.196725845336914,20.74342155456543,20.97106170654297,0.03502030298113823,0.020056866109371185,0.022650863975286484,0.030344158411026,0.13108277320861816
2260,955492947,333.972934,0.069407,0.4846,99.0,4,VVDS,4.0,22.789791107177734,21.064857482910156,20.316265106201172,19.922161102294922,19.83803939819336,0.07475331425666809,0.020350554957985878,0.015482267364859581,0.016977427527308464,0.07213817536830902
2791,1278912201,36.55052,-4.170425,0.6941,99.0,3,VVDS,3.0,23.7679500579834,22.41080665588379,21.862924575805664,21.557403564453125,21.3571834564209,0.14904360473155975,0.05007600039243698,0.05461088940501213,0.08339135348796844,0.17410004138946533
2423,955053543,333.494574,0.463628,0.5311,99.0,4,VVDS,4.0,22.722129821777344,20.99884033203125,20.272808074951172,19.925216674804688,19.904008865356445,0.041892342269420624,0.012037175707519054,0.009451629593968391,0.012644811533391476,0.04221494495868683
6186,958193100,334.905775,-0.201843,0.2135,99.0,4,VVDS,4.0,21.885772705078125,21.348909378051758,21.081295013427734,20.955114364624023,21.054716110229492,0.030185971409082413,0.022479115054011345,0.02740178443491459,0.0521932989358902,0.20782442390918732
5459,1279103474,36.589369,-4.642365,0.9301,99.0,3,VVDS,3.0,23.478038787841797,22.449506759643555,21.511505126953125,20.634117126464844,20.005630493164062,0.17280979454517365,0.08718591183423996,0.06303320825099945,0.05443621054291725,0.08085519075393677
883,955202197,334.240437,1.209939,0.5723,99.0,4,VVDS,4.0,22.816181182861328,21.204904556274414,20.280921936035156,19.90633773803711,19.84929084777832,0.08287232369184494,0.02808409556746483,0.018980666995048523,0.02610189840197563,0.068013995885849
3779,960199661,335.410279,1.000858,0.558,99.0,3,VVDS,3.0,22.91826057434082,21.76056671142578,21.242298126220703,21.042434692382812,20.760988235473633,0.08478674292564392,0.034524254500865936,0.036372553557157516,0.05941247567534447,0.14260804653167725
1091,1394575799,53.019764,-27.869199,0.8958,99.0,4,VVDS,4.0,24.265478134155273,23.51536750793457,22.879993438720703,22.503759384155273,99.0,0.1236092671751976,0.08696229010820389,0.0887514278292656,0.10381665825843811,99.0
5422,1278932349,36.93289,-4.396053,0.2861,99.0,3,VVDS,3.0,23.084569931030273,22.339338302612305,21.938108444213867,21.721288681030273,21.72488021850586,0.057810086756944656,0.03693344071507454,0.046310070902109146,0.06919188797473907,0.17222735285758972
4355,953837227,333.863141,1.2225,0.6523,99.0,3,VVDS,3.0,23.514787673950195,22.262666702270508,21.757171630859375,21.50038719177246,21.2589168548584,0.12308560311794281,0.054242152720689774,0.05224449932575226,0.07124718278646469,0.19174246490001678
531,955488894,334.50642,0.113048,0.465,99.0,3,VVDS,3.0,23.63178062438965,22.15309715270996,21.581933975219727,21.257875442504883,21.371402740478516,0.09028900414705276,0.030612243339419365,0.026866482570767403,0.03848162293434143,0.15746256709098816
4040,956256773,334.329867,0.926442,0.3191,99.0,4,VVDS,4.0,23.027877807617188,22.359210968017578,22.40842056274414,22.26828956604004,23.153583526611328,0.06310448050498962,0.04464646056294441,0.07142923772335052,0.12574926018714905,0.8691301345825195
2438,958139472,335.153245,0.309136,0.5307,99.0,4,VVDS,4.0,24.409902572631836,22.56197166442871,21.8064022064209,21.374069213867188,21.403648376464844,0.2150455117225647,0.04955751448869705,0.03937957063317299,0.04634279012680054,0.18862582743167877
5135,1278943335,36.676136,-4.519315,0.433,99.0,4,VVDS,4.0,21.305349349975586,20.120223999023438,19.711841583251953,19.362337112426758,19.315080642700195,0.01923149637877941,0.008600338362157345,0.009485367685556412,0.014061061665415764,0.03426051139831543
4656,960351576,335.430985,0.086208,0.1194,99.0,3,VVDS,3.0,22.626195907592773,22.096263885498047,21.89413833618164,21.90816879272461,21.46404266357422,0.04967714101076126,0.0394899845123291,0.04916642606258392,0.1013128012418747,0.23744648694992065
2608,956249908,334.034092,0.995544,1.0137,99.0,3,VVDS,3.0,23.38925552368164,22.80157470703125,22.11319923400879,21.571577072143555,21.882604598999023,0.08096756786108017,0.061154089868068695,0.05241959169507027,0.05981946364045143,0.24734069406986237
5190,1278950358,36.465545,-4.597518,0.7022,99.0,4,VVDS,4.0,24.465377807617188,22.586091995239258,21.557403564453125,21.047382354736328,20.864763259887695,0.21515534818172455,0.04945189133286476,0.034031931310892105,0.04209236800670624,0.07653846591711044
2290,955466026,334.095687,0.348309,0.638,99.0,3,VVDS,3.0,23.277006149291992,22.627504348754883,22.206666946411133,22.041385650634766,23.940229415893555,0.07670514285564423,0.05495408549904823,0.0570933036506176,0.08399127423763275,1.7836825847625732
1727,958066869,334.918022,0.989217,0.5198,99.0,3,VVDS,3.0,21.980918884277344,20.514202117919922,19.96785545349121,19.71270179748535,19.60606575012207,0.03221084550023079,0.011005010455846786,0.010647352784872055,0.015621653757989407,0.04227703437209129
610,955036035,333.674408,0.628227,0.9011,99.0,3,VVDS,3.0,22.512662887573242,21.994295120239258,21.449899673461914,21.19565200805664,21.389663696289062,0.03820911794900894,0.031628288328647614,0.02970648929476738,0.0449010469019413,0.19549702107906342
570,955034963,333.726858,0.638682,0.5728,99.0,4,VVDS,4.0,23.278593063354492,22.388057708740234,22.127300262451172,22.278900146484375,22.31348991394043,0.07426508516073227,0.04318651184439659,0.04999990016222,0.11890416592359543,0.44265130162239075
1979,958104345,334.752107,0.632171,0.826,99.0,3,VVDS,3.0,25.355140686035156,22.723363876342773,21.31682586669922,20.75197982788086,20.96990203857422,0.5808923244476318,0.06932847201824188,0.029339032247662544,0.03812635689973831,0.12883295118808746
1317,958297393,335.135032,-0.416213,0.675,99.0,3,VVDS,3.0,22.96741485595703,21.76537322998047,20.920480728149414,20.592979431152344,20.754674911499023,0.07307837903499603,0.03371536731719971,0.02304040640592575,0.031869396567344666,0.13965405523777008
343,958125713,334.86001,0.42172,0.5109,99.0,3,VVDS,3.0,22.79262924194336,21.61162567138672,21.15259552001953,20.892404556274414,21.017362594604492,0.05482729896903038,0.025263311341404915,0.02383412979543209,0.038208555430173874,0.15924513339996338
587,955489874,334.364812,0.103136,0.2181,99.0,3,VVDS,3.0,22.99567985534668,22.406192779541016,22.15049171447754,22.06439208984375,21.613372802734375,0.05669539049267769,0.04739413782954216,0.05969659984111786,0.10223156213760376,0.2427375167608261
4935,1279111770,37.021543,-4.739411,0.3663,99.0,4,VVDS,4.0,21.730791091918945,20.86692237854004,20.633275985717773,20.29586410522461,20.430524826049805,0.021898148581385612,0.013277015648782253,0.019039995968341827,0.026725098490715027,0.08106250315904617
636,955020005,333.543008,0.773889,0.8595,99.0,3,VVDS,3.0,25.376235961914062,23.200719833374023,21.881149291992188,21.346372604370117,21.286907196044922,0.4991888999938965,0.08910145610570908,0.04262896254658699,0.05641302838921547,0.14215770363807678
434,958164074,334.625337,0.075763,0.6253,99.0,3,VVDS,3.0,21.91472816467285,21.43706703186035,21.305112838745117,21.347015380859375,21.804988861083984,0.03191043436527252,0.025704609230160713,0.03537259250879288,0.07084259390830994,0.3934476375579834
1903,953836529,333.494746,1.22373,0.2817,99.0,3,VVDS,3.0,21.59088706970215,20.181861877441406,19.7192325592041,19.4334716796875,19.4621524810791,0.025134019553661346,0.009471646510064602,0.009683934971690178,0.013239101506769657,0.04595090076327324
3215,1279113446,36.763993,-4.756557,0.5112,99.0,4,VVDS,4.0,23.3657283782959,22.232311248779297,21.85747718811035,21.485984802246094,21.509260177612305,0.0891711562871933,0.041566070169210434,0.04819720610976219,0.07194908708333969,0.17748157680034637
97,1278947724,36.484546,-4.56637,0.267,99.0,3,VVDS,3.0,22.159713745117188,21.179676055908203,20.83768653869629,20.63739585876465,20.676984786987305,0.03773382678627968,0.02035083994269371,0.026346789672970772,0.04105387255549431,0.11271276324987411
5498,1273488894,36.269537,-4.377025,0.3736,99.0,4,VVDS,4.0,21.94252586364746,21.258852005004883,21.18359375,20.864295959472656,21.034303665161133,0.02300848439335823,0.01653655618429184,0.02820291370153427,0.03579600900411606,0.11828910559415817
3856,954992609,333.659728,1.014724,0.5822,99.0,3,VVDS,3.0,22.5114688873291,21.61572265625,21.301300048828125,21.159873962402344,20.74209213256836,0.03860688582062721,0.023885978385806084,0.026790086179971695,0.04654613882303238,0.10894796252250671
3805,955783907,334.151319,-0.26626,0.3158,99.0,3,VVDS,3.0,21.923370361328125,21.232933044433594,21.06812286376953,20.75078010559082,20.366573333740234,0.042429547756910324,0.02781767211854458,0.035758163779973984,0.05508294329047203,0.13062842190265656
6034,1278935953,36.852288,-4.439116,0.3735,99.0,4,VVDS,4.0,20.942384719848633,20.33763313293457,20.32889747619629,20.11130714416504,20.241884231567383,0.013364806771278381,0.009784451685845852,0.017121337354183197,0.025394737720489502,0.07166764885187149
2069,958146034,334.660227,0.245977,0.5469,99.0,3,VVDS,3.0,22.64837646484375,21.62692642211914,21.12267303466797,20.663414001464844,20.680206298828125,0.05221543088555336,0.02815503254532814,0.026336854323744774,0.030801942571997643,0.1187228187918663
1537,958291388,334.673934,-0.357467,0.7392,99.0,3,VVDS,3.0,23.7818546295166,22.8111629486084,21.822206497192383,21.24165916442871,21.12417221069336,0.1341622769832611,0.07157129794359207,0.043207455426454544,0.048508819192647934,0.14936432242393494
4251,955490370,334.182006,0.097864,0.4275,99.0,4,VVDS,4.0,22.572757720947266,21.805004119873047,21.686481475830078,21.75432586669922,21.98554039001465,0.04528166726231575,0.031479496508836746,0.04179173335433006,0.09164334088563919,0.43991175293922424
5888,1279107486,36.628283,-4.691337,0.2958,99.0,4,VVDS,4.0,22.0883846282959,21.373464584350586,21.171390533447266,20.965730667114258,20.91805648803711,0.033911820501089096,0.023789366707205772,0.036954160779714584,0.054147180169820786,0.19161459803581238
5036,1273491322,36.330797,-4.401509,0.6771,99.0,4,VVDS,4.0,23.430803298950195,22.86562728881836,22.43977928161621,22.227357864379883,22.910669326782227,0.0840817540884018,0.06567609310150146,0.07651668787002563,0.12412460148334503,0.547622799873352
5343,1278935683,36.502003,-4.440312,0.1392,99.0,4,VVDS,4.0,20.82065200805664,19.938997268676758,19.598691940307617,19.400331497192383,19.288055419921875,0.01086315419524908,0.0064095016568899155,0.007799986749887466,0.013568373396992683,0.03024979867041111
1517,955760033,333.980923,-0.007914,0.3734,99.0,3,VVDS,3.0,20.451757431030273,19.03945541381836,18.53553009033203,18.213987350463867,18.09711265563965,0.013765281066298485,0.004565496928989887,0.0043820408172905445,0.005935091525316238,0.02198965847492218
965,960262057,335.44646,0.399092,0.1165,99.0,3,VVDS,3.0,21.64655113220215,21.410932540893555,21.12381935119629,21.06315803527832,20.968502044677734,0.022604426369071007,0.023419354110956192,0.026905298233032227,0.047824084758758545,0.15423205494880676
5570,1278942006,36.771197,-4.502526,0.5683,99.0,4,VVDS,4.0,23.531116485595703,22.816904067993164,22.389806747436523,22.586145401000977,22.30524444580078,0.07959841936826706,0.054044097661972046,0.06555689126253128,0.14338690042495728,0.2996049225330353
